NUMERO;RECEITA;DATA;HISTORICO;CONTA BANCARIA;FORNECEDOR;VALOR
270;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;29/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE SETEMBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;290.422,03
269;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;29/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 42 REFERENTE AO MES DE SETEMBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;210.299,39
268;12.1.5.0.11.1.1 - Contribuição do Servidor Civil Ativo - Principal;21/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE OUTUBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;100.000,00
267;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;29/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 43 REFERENTE AO MES DE OUTUBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;115.912,89
266;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;29/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE AGOSTO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;170.261,04
265;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;21/11/2022;RECEBIMENTO PROVENIENTES  DE RECEITA DA PARTE PATRONAL DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA NOVEMBRO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;9.933,51
264;12.1.5.0.11.1.1 - Contribuição do Servidor Civil Ativo - Principal;21/11/2022;RECEBIMENTO DE PROVENIENTES DA RECEITA DA PARTE DO SERVIDOR DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA NOVEMBRO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;4.207,84
263;12.1.5.0.11.1.1 - Contribuição do Servidor Civil Ativo - Principal;21/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 43 REFERENTE AO MES DE OUTUBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;132.335,81
262;12.1.5.0.11.1.1 - Contribuição do Servidor Civil Ativo - Principal;21/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 42 REFERENTE AO MES DE SETEMBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;1.238,49
261;12.1.5.0.11.1.1 - Contribuição do Servidor Civil Ativo - Principal;21/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE OUTUBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;21.569,36
257;72.1.5.5.11.1.1 - Contribuição Patronal - Servidor Civil Ativo - Parcelamentos - Principal - IntraOrçamentaria;01/11/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES, PARCELAMENTO.REF.OUTUBRO 2022 PARCELA 54;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;890,63
253;72.1.5.5.11.1.1 - Contribuição Patronal - Servidor Civil Ativo - Parcelamentos - Principal - IntraOrçamentaria;25/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES, PARCELAMENTO.REF.SETEMBRO 2022 PARCELA 53;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;907,46
252;72.1.5.5.11.1.1 - Contribuição Patronal - Servidor Civil Ativo - Parcelamentos - Principal - IntraOrçamentaria;25/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES, PARCELAMENTO.REF.AGOSTO 2022 PARCELA 52;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;908,36
251;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;31/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS:: 44 REFERENTE AO MES DE AGOSTO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;120.000,00
250;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;31/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS:: 43 REFERENTE AO MES DE AGOSTO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;272.636,55
249;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;31/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE SETEMBRO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;1.241,95
248;12.1.5.0.11.1.1 - Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE AGOSTO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;5.436,56
247;12.1.5.0.11.1.1 - Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE SETEMBRO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;5.436,56
246;72.1.5.0.21.1.1 - Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE AGOSTO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;12.834,23
