DATA;ANO;MES;DIA;TRIMESTRE;COD_TRIMESTRE;SEMESTRE;COD_SEMESTRE
2013-01-03;2013.0;janeiro;3.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-04;2013.0;janeiro;4.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-07;2013.0;janeiro;7.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-08;2013.0;janeiro;8.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-15;2013.0;janeiro;15.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-10;2013.0;janeiro;10.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-29;2013.0;janeiro;29.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-18;2013.0;janeiro;18.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-30;2013.0;janeiro;30.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-31;2013.0;janeiro;31.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-28;2013.0;janeiro;28.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-09;2013.0;janeiro;9.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-11;2013.0;janeiro;11.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-14;2013.0;janeiro;14.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-16;2013.0;janeiro;16.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-17;2013.0;janeiro;17.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-21;2013.0;janeiro;21.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-22;2013.0;janeiro;22.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-24;2013.0;janeiro;24.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-25;2013.0;janeiro;25.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-02;2013.0;janeiro;2.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-01-23;2013.0;janeiro;23.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-08;2013.0;fevereiro;8.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-20;2013.0;fevereiro;20.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-28;2013.0;fevereiro;28.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-04;2013.0;fevereiro;4.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-05;2013.0;fevereiro;5.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-06;2013.0;fevereiro;6.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-07;2013.0;fevereiro;7.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-13;2013.0;fevereiro;13.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-14;2013.0;fevereiro;14.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-15;2013.0;fevereiro;15.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-18;2013.0;fevereiro;18.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-19;2013.0;fevereiro;19.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-21;2013.0;fevereiro;21.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-25;2013.0;fevereiro;25.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-26;2013.0;fevereiro;26.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-01;2013.0;fevereiro;1.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-22;2013.0;fevereiro;22.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-02-27;2013.0;fevereiro;27.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-08;2013.0;março;8.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-20;2013.0;março;20.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-28;2013.0;março;28.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-31;2013.0;março;31.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-01;2013.0;março;1.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-04;2013.0;março;4.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-05;2013.0;março;5.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-06;2013.0;março;6.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-07;2013.0;março;7.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-11;2013.0;março;11.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-12;2013.0;março;12.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-13;2013.0;março;13.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-14;2013.0;março;14.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-15;2013.0;março;15.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-18;2013.0;março;18.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-19;2013.0;março;19.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-21;2013.0;março;21.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-22;2013.0;março;22.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-26;2013.0;março;26.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-25;2013.0;março;25.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-03-27;2013.0;março;27.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-04-10;2013.0;abril;10.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-19;2013.0;abril;19.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-30;2013.0;abril;30.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-12;2013.0;abril;12.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-01;2013.0;abril;1.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-02;2013.0;abril;2.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-04;2013.0;abril;4.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-05;2013.0;abril;5.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-08;2013.0;abril;8.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-09;2013.0;abril;9.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-11;2013.0;abril;11.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-15;2013.0;abril;15.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-16;2013.0;abril;16.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-17;2013.0;abril;17.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-18;2013.0;abril;18.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-22;2013.0;abril;22.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-25;2013.0;abril;25.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-23;2013.0;abril;23.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-26;2013.0;abril;26.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-29;2013.0;abril;29.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-20;2013.0;abril;20.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-03;2013.0;abril;3.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-04-24;2013.0;abril;24.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-07;2013.0;maio;7.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-14;2013.0;maio;14.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-21;2013.0;maio;21.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-10;2013.0;maio;10.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-20;2013.0;maio;20.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-03;2013.0;maio;3.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-23;2013.0;maio;23.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-02;2013.0;maio;2.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-08;2013.0;maio;8.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-09;2013.0;maio;9.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-13;2013.0;maio;13.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-15;2013.0;maio;15.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-16;2013.0;maio;16.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-17;2013.0;maio;17.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-06;2013.0;maio;6.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-22;2013.0;maio;22.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-01;2013.0;maio;1.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-24;2013.0;maio;24.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-27;2013.0;maio;27.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-28;2013.0;maio;28.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-29;2013.0;maio;29.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-31;2013.0;maio;31.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-26;2013.0;maio;26.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-05-25;2013.0;maio;25.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-10;2013.0;junho;10.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-20;2013.0;junho;20.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-28;2013.0;junho;28.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-04;2013.0;junho;4.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-11;2013.0;junho;11.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-13;2013.0;junho;13.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-14;2013.0;junho;14.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-17;2013.0;junho;17.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-19;2013.0;junho;19.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-21;2013.0;junho;21.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-24;2013.0;junho;24.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-26;2013.0;junho;26.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-03;2013.0;junho;3.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-05;2013.0;junho;5.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-06;2013.0;junho;6.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-07;2013.0;junho;7.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-27;2013.0;junho;27.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-12;2013.0;junho;12.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-18;2013.0;junho;18.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-25;2013.0;junho;25.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-06-08;2013.0;junho;8.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-07-10;2013.0;julho;10.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-19;2013.0;julho;19.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-15;2013.0;julho;15.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-01;2013.0;julho;1.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-02;2013.0;julho;2.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-03;2013.0;julho;3.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-04;2013.0;julho;4.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-05;2013.0;julho;5.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-08;2013.0;julho;8.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-11;2013.0;julho;11.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-12;2013.0;julho;12.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-16;2013.0;julho;16.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-17;2013.0;julho;17.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-18;2013.0;julho;18.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-22;2013.0;julho;22.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-09;2013.0;julho;9.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-23;2013.0;julho;23.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-24;2013.0;julho;24.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-25;2013.0;julho;25.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-26;2013.0;julho;26.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-29;2013.0;julho;29.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-30;2013.0;julho;30.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-07-31;2013.0;julho;31.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-09;2013.0;agosto;9.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-20;2013.0;agosto;20.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-07;2013.0;agosto;7.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-13;2013.0;agosto;13.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-27;2013.0;agosto;27.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-05;2013.0;agosto;5.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-01;2013.0;agosto;1.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-02;2013.0;agosto;2.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-06;2013.0;agosto;6.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-08;2013.0;agosto;8.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-12;2013.0;agosto;12.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-14;2013.0;agosto;14.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-15;2013.0;agosto;15.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-16;2013.0;agosto;16.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-19;2013.0;agosto;19.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-21;2013.0;agosto;21.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-22;2013.0;agosto;22.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-23;2013.0;agosto;23.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-26;2013.0;agosto;26.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-28;2013.0;agosto;28.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-29;2013.0;agosto;29.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-30;2013.0;agosto;30.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-31;2013.0;agosto;31.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-19;2013.0;setembro;19.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-10;2013.0;setembro;10.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-02;2013.0;setembro;2.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-03;2013.0;setembro;3.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-04;2013.0;setembro;4.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-05;2013.0;setembro;5.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-06;2013.0;setembro;6.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-09;2013.0;setembro;9.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-11;2013.0;setembro;11.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-12;2013.0;setembro;12.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-13;2013.0;setembro;13.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-16;2013.0;setembro;16.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-17;2013.0;setembro;17.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-18;2013.0;setembro;18.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-20;2013.0;setembro;20.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-23;2013.0;setembro;23.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-24;2013.0;setembro;24.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-25;2013.0;setembro;25.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-26;2013.0;setembro;26.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-27;2013.0;setembro;27.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-30;2013.0;setembro;30.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-08;2013.0;setembro;8.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-14;2013.0;setembro;14.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-10-01;2013.0;outubro;1.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-02;2013.0;outubro;2.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-03;2013.0;outubro;3.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-04;2013.0;outubro;4.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-07;2013.0;outubro;7.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-08;2013.0;outubro;8.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-09;2013.0;outubro;9.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-10;2013.0;outubro;10.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-11;2013.0;outubro;11.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-14;2013.0;outubro;14.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-15;2013.0;outubro;15.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-16;2013.0;outubro;16.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-17;2013.0;outubro;17.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-18;2013.0;outubro;18.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-21;2013.0;outubro;21.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-23;2013.0;outubro;23.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-22;2013.0;outubro;22.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-24;2013.0;outubro;24.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-29;2013.0;outubro;29.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-25;2013.0;outubro;25.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-28;2013.0;outubro;28.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-30;2013.0;outubro;30.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-31;2013.0;outubro;31.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-26;2013.0;outubro;26.0;quarto trimestre;4.0;segundo semestre;2.0
2013-10-13;2013.0;outubro;13.0;quarto trimestre;4.0;segundo semestre;2.0
2013-09-01;2013.0;setembro;1.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-08-25;2013.0;agosto;25.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-06-15;2013.0;junho;15.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-11-12;2013.0;novembro;12.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-08;2013.0;novembro;8.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-07;2013.0;novembro;7.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-01;2013.0;novembro;1.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-05;2013.0;novembro;5.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-13;2013.0;novembro;13.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-14;2013.0;novembro;14.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-20;2013.0;novembro;20.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-21;2013.0;novembro;21.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-19;2013.0;novembro;19.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-27;2013.0;novembro;27.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-06;2013.0;novembro;6.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-11;2013.0;novembro;11.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-29;2013.0;novembro;29.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-26;2013.0;novembro;26.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-18;2013.0;novembro;18.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-04;2013.0;novembro;4.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-25;2013.0;novembro;25.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-22;2013.0;novembro;22.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-28;2013.0;novembro;28.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-09;2013.0;dezembro;9.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-10;2013.0;dezembro;10.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-17;2013.0;dezembro;17.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-13;2013.0;dezembro;13.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-03;2013.0;dezembro;3.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-04;2013.0;dezembro;4.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-02;2013.0;dezembro;2.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-05;2013.0;dezembro;5.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-06;2013.0;dezembro;6.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-11;2013.0;dezembro;11.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-12;2013.0;dezembro;12.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-16;2013.0;dezembro;16.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-18;2013.0;dezembro;18.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-19;2013.0;dezembro;19.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-23;2013.0;dezembro;23.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-26;2013.0;dezembro;26.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-27;2013.0;dezembro;27.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-24;2013.0;dezembro;24.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-20;2013.0;dezembro;20.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-30;2013.0;dezembro;30.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-01;2013.0;dezembro;1.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-25;2013.0;dezembro;25.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-08;2013.0;dezembro;8.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-14;2013.0;dezembro;14.0;quarto trimestre;4.0;segundo semestre;2.0
2013-12-31;2013.0;dezembro;31.0;quarto trimestre;4.0;segundo semestre;2.0
2013-11-30;2013.0;novembro;30.0;quarto trimestre;4.0;segundo semestre;2.0
2013-05-30;2013.0;maio;30.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-03-30;2013.0;março;30.0;primeiro trimestre;1.0;primeiro semestre;1.0
2013-04-28;2013.0;abril;28.0;segundo trimestre;2.0;primeiro semestre;1.0
2013-07-28;2013.0;julho;28.0;terceiro trimestre;3.0;segundo semestre;2.0
2013-09-28;2013.0;setembro;28.0;terceiro trimestre;3.0;segundo semestre;2.0
2014-01-20;2014.0;janeiro;20.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-13;2014.0;janeiro;13.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-10;2014.0;janeiro;10.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-03;2014.0;janeiro;3.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-06;2014.0;janeiro;6.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-08;2014.0;janeiro;8.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-09;2014.0;janeiro;9.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-29;2014.0;janeiro;29.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-31;2014.0;janeiro;31.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-07;2014.0;janeiro;7.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-17;2014.0;janeiro;17.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-24;2014.0;janeiro;24.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-30;2014.0;janeiro;30.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-27;2014.0;janeiro;27.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-02;2014.0;janeiro;2.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-14;2014.0;janeiro;14.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-21;2014.0;janeiro;21.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-28;2014.0;janeiro;28.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-15;2014.0;janeiro;15.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-16;2014.0;janeiro;16.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-22;2014.0;janeiro;22.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-23;2014.0;janeiro;23.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-01;2014.0;janeiro;1.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-26;2014.0;janeiro;26.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-01-25;2014.0;janeiro;25.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-03;2014.0;fevereiro;3.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-05;2014.0;fevereiro;5.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-10;2014.0;fevereiro;10.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-11;2014.0;fevereiro;11.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-06;2014.0;fevereiro;6.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-12;2014.0;fevereiro;12.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-04;2014.0;fevereiro;4.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-21;2014.0;fevereiro;21.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-13;2014.0;fevereiro;13.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-25;2014.0;fevereiro;25.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-19;2014.0;fevereiro;19.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-24;2014.0;fevereiro;24.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-28;2014.0;fevereiro;28.0;primeiro trimestre;1.0;primeiro semestre;1.0
2014-02-27;2014.0;fevereiro;27.0;primeiro trimestre;1.0;primeiro semestre;1.0
