NUMERO;DATA;CODIGO ORGAO;ORGAO;CODIGO DESPESA;DESPESA;DATA INCLUSAO;VALOR;LIQUIDADO;PAGO;SALDO
564;24/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;10/01/2022;286.9;286.9;286.9;0
563;24/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;10/01/2022;80.35;80.35;80.35;0
562;24/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;03/01/2022;2000.00;2000.00;2000.00;0
561;24/12/2021;01010; Câmara Municipal;339035 ; Serviços de Consultoria;03/01/2022;7500.00;7500.00;7500.00;0
560;24/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;03/01/2022;353.17;353.17;353.17;0
559;23/12/2021;01010; Câmara Municipal;449052 ; Equipamentos e Material Permanente;03/01/2022;2453.50;2453.50;2453.50;0
558;23/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;03/01/2022;2000.00;2000.00;2000.00;0
557;23/12/2021;01010; Câmara Municipal;339030 ; Material de Consumo;29/12/2021;7082.02;7082.02;7082.02;0
556;17/12/2021;01010; Câmara Municipal;449052 ; Equipamentos e Material Permanente;29/12/2021;3840.25;3840.25;3840.25;0
555;17/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2021;7500.00;7500.00;7500.00;0
554;17/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2021;2632.00;2632.00;2632.00;0
553;17/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2021;2132.00;2132.00;2132.00;0
552;17/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2021;1743.01;1743.01;1743.01;0
551;16/12/2021;01010; Câmara Municipal;319113 ; Contribuições Patronais;27/12/2021;8864.98;8864.98;8864.98;0
550;16/12/2021;01010; Câmara Municipal;319013 ; Obrigações Patronais;27/12/2021;63128.19;63128.19;63128.19;0
549;16/12/2021;01010; Câmara Municipal;319113 ; Contribuições Patronais;27/12/2021;8092.19;8092.19;8092.19;0
548;16/12/2021;01010; Câmara Municipal;319013 ; Obrigações Patronais;27/12/2021;27521.98;27521.98;27521.98;0
547;16/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;27/12/2021;2000.00;2000.00;2000.00;0
546;16/12/2021;01010; Câmara Municipal;339030 ; Material de Consumo;27/12/2021;2203.72;2203.72;2203.72;0
545;16/12/2021;01010; Câmara Municipal;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;27/12/2021;1200.00;1200.00;1200.00;0
